Title,Subtitle,Product Description
Nike Dri-FIT ADV Run Division,Women's Short-Sleeve Running Top,Glide through your miles with this slim-fit top. Advanced sweat-wicking technology works with strategically placed mesh to help keep you cool while you pound the pavement.
Nike Dunk High 70,Women's Shoes,"Created for the hardwood but taken to the streets, the '80s b-ball icon returns with classic details and throwback hoops flair. Its crisp leather upper, metal accents and padded, high-top collar let you take your game anywhere—in comfort."
Jordan Flight,Women's T-Shirt,"Wear your sole on your heart with this everyday tee. It's made from soft cotton in a relaxed silhouette, with graphics that nod to MJ's iconic kicks."
Nike Air Dri-FIT,Women's Jacket,Bring your A game in this Nike Air Jacket. Mesh panels under the sleeves and sweat-wicking tech help keep you cool so you can focus on your form. A 1/2-length zip and a bungee at the hem make adjusting your airflow easy.
Nike Sportswear Essential,Women's Dress,"The Nike Sportswear Essential Dress feels like your favourite tee with a chic twist: The loose fit is comfortable and perfect for layering.Plus, it's made from at least 75% organic cotton."
Nike Pro Dri-FIT,Women's Cropped Training Tank,"Strive for greatness in this cropped tank. Smooth, sweat-wicking fabric hugs your body to keep distractions to a minimum. It feels light and breathable to help you stay comfortable while you move."
Nike React Revision,Women's Shoes,"You could run to the office, the shops and to the party. Or walk because you know exactly which shoes you're gonna wear. The React Revision is all about easy styling and getting going. From the comfort collar to the lightweight, durable Nike React cushioning, it's a revolution in choice-making."
Nike Blazer Low '77,Women's Shoes,"Praised by the streets for its simplicity and comfort, the Blazer returns with its classic hoops style. Featuring crisp leather, a low-cut collar and an exposed tongue, it's a must-have wardrobe staple."
Jordan Women's Paris Collective x LALA &ce,Women's T-Shirt,"Check your expectations and redefine your style in this collab tee by Parisian musical artist, LALA &ce. Embroidered messaging on the sleeve speaks to her experience as a Black woman while symbolic graphics on the back showcase your strength. Soft, durable cotton and a slightly baggy fit up the comfort so you can get going with ease."
Jordan Delta 3 Low SP,Women's Shoes,"Play hard, look good, speak your truth. Celebrating the power of unity with a dose of Parisian flair, these shoes showcase the multiverse of what it means to be ""woman"". Super-plush comfort and an adventurous mix of materials come together for a look that kicks stereotypes to the kerb. The pattern on the laces was created for the Jordan Women's Paris Collective apparel collection, honouring the community leaders at the heart of the designs."
Jordan x Two 18,Women's Crew-Neck Sweatshirt,"Show off your Midwest love in this collab sweatshirt from Detroit's Two 18 sneaker boutique. The super-soft fleece feels luxe, and an all-over wash effect gives it the look of a perfectly faded vintage find."
Jordan x Shelflife,Women's Trousers,"Super-soft, super-fly—these collab joggers will make you feel superhuman. Made from heavyweight fleece in an all-over wash, they feature branding that nods to both Jordan and Shelflife, South Africa's go-to spot for premium kicks."
Jordan x Shelflife,Women's Crew-Neck Sweatshirt,"Shout out South Africa's Shelflife with this collaborative crew neck. It's a super-soft pullover, featuring subtle branding and an all-over wash effect for the look of a perfectly faded vintage find."
Air Jordan 2 Retro Low SP,Men's Shoes,"Spread the love. Tell the stories. Step into greatness. Our collab with South Africa's leading sneaker and streetwear shop Shelflife is a fresh take on the AJ2, grounding you to the spirit of TEAM ONLY (just check out the back of the tongue). Rooted to Shelflife's graffiti and street art origins, the design serves blank canvas symbolism with its neutral upper. Bright accents boost the energy while insole graphics—a collage of signatures and autographs from the Shelflife community—evoke the company's ethos: ""It's only through our team that we become who we are""."
Jordan 23 Engineered,Women's Fleece Trousers,Add warmth and edge to your look with these high-waisted fleece trousers with futuristic textured panels. Want to mix it up? Unzip the sides to reveal extra material in a matching pattern.
Nike Sportswear Sport Shine,Women's Mid-Rise Bike Shorts,"There's no pedalling required to enjoy these snug, stretchy shorts. Like your favourite leggings (and made from the same fabric as them), they're a perfect fit for warmer weather."
Jordan 23 Engineered,Women's Pullover Hoodie,"This dressed-up hoodie gives you the soft cosiness of your favourite sweatshirt in an elevated design. Luxe details like a zip front pocket and stretchy, textured panels set this piece apart from its sweatshirt counterparts."
Jordan Flight Fleece,Women's Trousers,"Bring sporty mobility and comfort to your everyday ensemble. These roomy tracksuit bottoms are made from heavyweight, brushed fleece with stretchy cuffs and a drawstring waist. A woven Jumpman label adds a subtle touch of brand heritage"
Jordan Flight,Women's Fleece Crew,"Cosy fleece? Check. Classic details? Check. Your next wardrobe staple? Check, check, check. This oversized sweatshirt is made from heavyweight, brushed French terry fabric that feels super soft. A stitched-down Jumpman label on the chest lets you rep Jordan heritage wherever you go."
Nike Air Winflo 9 Shield,Women's Weatherised Road Running Shoes,"Miserable weather doesn't need to put an end to your run. Revel in the elements with these shoes designed to help you push through every puddle, pit stop, pothole and personal record. A water-repellent finish helps keep you dry while tyre-like traction and a full-length Air unit provide grip and soft cushioning to help keep you running when conditions get slick."
Jordan Brooklyn,Women's Fleece Crew,"This brushed fleece sweatshirt is cosy like your favourite pyjamas but fresh enough to wear anywhere. It's smooth on the outside and soft inside, with drop shoulders to give it a roomier fit."
Jordan Dri-FIT Sport,Women's Shorts,"These stretchy shorts are your next go-to. Sleek design lines nod to the iconic Wings kit, while mesh siding provides ventilation where you need it. Meanwhile, Dri-FIT sweat-wicking tech will keep you fresh from the court to the couch."
Nike Dri-FIT One,Women's Printed Training Tank,"From the machines to the mat to the miles, this tank is designed for all the ways you work out. Soft, smooth fabric in a breathable cropped length keeps you cool and dry, while the all-over print adds a little sparkle to your look."
Nike Air Max 90 SE,Men's Shoes,"Step into the history books. These special-edition kicks pay homage to Frank Rudy, the man who created the coveted cornerstone of cushioning—Air. From the see-through 'Air pocket' heel logo to ""Est. 1990"" proudly stamped on the Air unit, celebrate Frank's legacy with fun details that deliver a lesson in comfort."
Nike Therma-FIT One,Women's Mid-Rise Graphic Training Leggings,"Ready for a chilly workout or to just keep you toasty—the Nike Therma-FIT One Leggings are the cosy version of our most versatile leggings. The super-comfortable design wicks sweat to help you stay dry. Plus, you can't see through the fabric, so you can feel confident knowing you're covered."
Nike Sportswear Everyday Essential,Crew Socks (3 Pairs),"Put your best foot forward with the Nike Sportswear Everyday Essential Socks. Made from soft, stretchy fabric and designed for daily wear, they're durable, breathable and extra comfortable. This product is made from at least 75% recycled polyester fibres."
Nike Fly Crossover,Women's Basketball Shorts,"It's your game, and there's never been a better time to play. Made from at least 75% recycled polyester, these shorts are wider at the legs and hips, with a secure and comfortable waist and an optimal inseam length."
Jordan Series .05 SE Low,Women's Shoes,Stunt the whole way from point A to point B in low-tops inspired by MJ's origins. Shiny velvet overlays and zigzag stitching will keep eyes on you as you criss-cross all over town. Thick and lustrous laces ensure that you'll stand out in the crowd—so get ready for the compliments to roll in.
Air Jordan 1 Low,Women's Shoes,"Always in, always fresh. The Air Jordan 1 Low sets you up with a piece of Jordan history and heritage that's comfortable all day. Choose your colours, then step out in the iconic profile that's built with a high-end mix of materials and encapsulated Air in the heel."
Nike Air Max Terrascape 97,Men's Shoes,"Looking to nature for inspiration, the Nike Air Max Terrascape 97 lets you push your style full speed ahead. Made from at least 20% recycled materials by weight, nearly every detail is thoughtfully crafted with some recycled content. Upping the ante, durable foam in the midsole and rubber on the outsole feature speckled Nike Grind for a playful, earthy look."
Nike Pegasus Turbo Next Nature,Women's Road Running Shoes,"Let the Nike Pegasus Turbo Next Nature help you log the hard miles. Made from at least 50% recycled content by total weight of product, this esteemed stallion gives you a stretchy, just-right feel. Complete with lighter, responsive foam, it's made to help you increase tempo without sacrificing comfort as you push towards a personal best."
Nike Escape Run 2 Premium,Women's Road Running Shoes,"Your miles are your getaway, the moments of zen from your busy day. Let the Nike React Escape Run 2 Premium help you find your calm with its breathable design and midfoot support. It's soft underfoot, with the traction you need to get around city streets. It's made for your daily runs and beyond—with a plush sensation that keeps you comfortable from workouts to hang outs."
Nike Air Max 97,Men's Shoes,"Step into the history books. These special-edition kicks pay homage to Frank Rudy, the man who created the coveted cornerstone of cushioning—Air. From the see-through ""Air pocket"" heel logo to ""Est. 1997"" proudly stamped on the Air unit, celebrate Frank's legacy with fun details that deliver a lesson in comfort."
Nike Serenity Run 2,Women's Road Running Shoes,"Unwind and enjoy the journey ahead with neutral running shoes made for the moments when your steps speed up to help ease your mind. Plush, lightweight cushioning complements a fit that'll help you stayed focused on seeking the joy in the journey. Quiet the world around you while you run, putting today's troubles in the past while letting tomorrow worry about itself."
Nike Dri-FIT Run Division Tempo Luxe,Women's Running Shorts,"With soft, lightweight fabric and plenty of stretch, these shorts are ready to help you channel raw energy into your run. Airy panels are paired with sweat-wicking tech to help keep you dry as you fly through your route."
Nike Air,Women's Running Shorts,Rise and shine and feel confident to tackle your run in these sweat-wicking shorts. Reflective design elements help light up your route while a bungee at the waist lets you adjust the fit on the go.
Nike Dri-FIT One Icon Clash,Women's Printed Short-Sleeve Training Top,"Challenge yourself and find your inner icon. From the machines to the mat to the miles, this breathable, easy-fitting top is designed for all the ways you work out. A slightly cropped length and small side vents allow you to move freely no matter how you get your gains."
Nike Victori One Next Nature,Men's Slides,"From the beach to the bleachers, the Nike Victori One Next Nature is a must-have slide for sunny days. Lightweight and easy to wear (or pack for your holiday), its soft, responsive foam makes lounging easy. Now made from at least 20% recycled materials by weight."
Nike Fly,Women's Crossover Basketball Shorts,"Sometimes you have to dig a little to fly high. From free throws to 3-pointers, dare to defy gravity on the court in these relaxed, geode-print crossover shorts. With lightweight, cooling mesh, you won't have to worry about sweat while you and your team chase your hoop dreams."
Nike Pegasus 39 Premium,Women's Road Running Shoes,"Running is your daily ritual, with every step taking you closer to your personal goal. Let the Nike Pegasus 39 help you ascend to new heights, whether you're training or jogging, with its intuitive design. More lightweight up top than the Pegasus 38 and ideal to wear in any season, it has a supportive sensation to help keep your feet contained, while underfoot cushioning and double Zoom Air units (1 more than the Peg 38) give you an extra pop to your step. This version has a brightly coloured exterior that announces your presence on the road. Time to fly."
Nike Blazer Mid '77 ESS,Women's Shoes,"Styled for the '70s. Loved in the '80s. Classic in the '90s. Ready for the future. The Nike Blazer Mid delivers a timeless design that's easy to wear. The era-echoing upper breaks in beautifully and is paired with bold retro branding for a premium feel. Foam tongue and a special midsole finish make it look like you've just pulled them from the history books. Go ahead, perfect your outfit."
Nike Escape Run 2,Women's Road Running Shoes,"Your miles are your getaway, the moments of calm from your busy day. Let the Nike Escape Run 2 help you find your serenity with its breathable design and midfoot support. It's soft underfoot, with the traction you need to get around city streets. It's made for your daily runs and beyond—with a plush sensation that keeps you comfortable from workout to hangout."
LeBron,Men's Premium Utility Basketball Jacket,"We made the water-repellent LeBron Utility Jacket with heavyweight fabric and insulation so you can stay at your best when the temperature goes down. The graphics nod to 20 years of greatness on the court for LeBron, pushing his game further every year in a chess match with father time."
Nike Sportswear,Women's Woven Jacket,"Inspired by Seoul's b-girls, this dance-ready jacket is oversized to ensure you have plenty of room to show off your moves. A woven crinkle fabric helps make it the ideal lightweight layer, while a chain-inspired Swoosh design adds bold, energy-driven style. Pair it with the matching trousers to bring fresh flair to your next dance battle."
Nike Sportswear,Men's Lightweight Woven Jacket,"While you may be inspired by the past, you're focused on shaping the future. Retro-inspired branding and contemporary design elements update this throwback favourite so it's ready for a new era. A lightweight woven fabric makes it a layering staple essential for summer, while a full-length zip and cinchable hem let you customise both your fit and your style."
Nike Sportswear Icon Clash Windrunner,Older Kids' (Girls') Jacket,"There's a reason our Windrunner jacket remains such a favourite. Known for its classic chevron design lines, this lightweight layer has you covered in breezy, blustery weather. Best of all, it's packable! Plus, the print reminds us of those final summer days with our roller skates."
Nike Therma-FIT ADV A.P.S.,Men's Fleece Fitness Trousers,"Chilly workouts are just an excuse for more reps when you suit up with the advanced heat-regulating power of A.P.S. Fleece Trousers. Part of the Axis Performance System, they're designed to keep you feeling warm and breathable during cold-weather workouts. Need to layer? Wear them on their own or over your favourite tights."
Nike Dri-FIT,Women's Running Trousers,"Tackle your runs in comfort with the Nike Dri-FIT Running Trousers. Breathable, sweat-wicking fabric feels smooth and lightweight, helping you stay dry and cool as you push your pace to the next level. A slim fit provides a sleek look while zips near the ankles allow for added airflow and help make these trousers easy to get on and off."
Nike One (M),Women's High-Waisted Leopard Print Leggings (Maternity),"The light and breathable Nike One (M) Leggings are comfortable enough to wear while you work out or any time. With zonal fabric designed to grow with you—before, during and after pregnancy—they cover and support your entire bump. Fold down the waistband when you're ready to relax."
Nike ACG,Men's Trail Trousers,"The Nike ACG Trail Trousers are ready for whatever your outdoor adventure throws at you. A water-repellent finish combines with a tough, abrasion-resistant design to keep you moving through wet and rocky trails. This product is made from at least 75% recycled polyester and recycled nylon fibres."
Nike Yoga Luxe,Women's 7/8 High-Rise Leggings,"Made with our silky-smooth Infinalon fabric and sweat-wicking technology, the Nike Yoga Luxe Leggings let you experience 360 degrees of comfort on and off the mat. Curved princess seam lines on the front and back create fluid lines while you flow through your poses."
Nike Yoga Dri-FIT Luxe,Women's 7/8 High-Rise Colour-Block Leggings,"These leggings hug you with a sculpting waistband in a high-rise, non-sheer design that passes the squat test. As part of the Nike Luxe line, they define luxury with buttery-soft Nike Infinalon fabric that gives you a gently compressive feel while keeping you dry as you breathe, stretch and hold your pose."
Serena Williams Design Crew,Women's Woven Trousers,"Start your day with an ace in this fresh spin on a court classic. The lace-printed panels nod to Serena's love for France and fashion, adding just the right amount of flair to your look so you can start your day with a win."
Nike Yoga Dri-FIT ADV,Women's High-Rise 18cm (approx.) Shorts,"Enjoy the soft, breathable experience of the Nike Yoga Dri-FIT ADV Shorts. They're designed to create the right amount of shape and stretch, giving you support and comfort through your practice. A swirling mix of geometric lines hugs you while you twist, bend and reach through your session. This product is made from at least 50% recycled polyester fibres."
Nike Epic Fast,Women's Mid-Rise Running Leggings,"Keep running, with the Nike Epic Fast Mid-rise Leggings. The stretchy polyester blend supports your moves, while mesh panels on the backs of the knees provide cool ventilation, mile after mile. The waistband sits just below your navel and has a drawcord that lets you find the perfect fit. Plus, multiple pockets keep all of your small running essentials at your fingertips. This product is made from at least 50% recycled polyester fibres."
Nike Sportswear A.I.R. Essential,Older Kids' (Girls') Mid-Rise Leggings,"We teamed up with Chicago-based artist Cody Hudson under Nike's Artist in Residence (A.I.R.) programme to create a collection based on your favourites. Using an abstract style inspired by rivers and digitalising nature, these Nike Sportswear leggings stand out like no other with the stretchy comfort you love."
Nike ACG Dri-FIT One,Older Kids' (Girls') Leggings,"Psst! Let's go and find that hidden treasure! Let the map-like print on our Nike ACG Dri-FIT One Leggings spark your imagination. As our most versatile leggings yet, you can easily rock these at school or while hiking through the woods to reach the playground at the park. When you're done, let's try another path and see what adventures we can find!"
Nike One (M),Women's High-Rise Leggings (Maternity),"The light and breathable Nike One (M) Leggings are comfortable enough to wear while you work out or any time. With zonal fabric designed to grow with you—before, during and after pregnancy—they cover and support your entire bump. Fold down the waistband when you're ready to relax. This product is made from at least 75% recycled polyester fibres."
